game_id_x,platform_id_x,title_category,title_category_id,normilized_title_id,normalized_title,developer_id,game_id_str,Label,year,working_index,number_of_projects_been,changing_title,changing_poitions
"5,199",11,Other,8,157,Operations,"127,744",5199,Donkey Kong Country,1994.0,5816,2.0,2.0,4.0
"5,575",14,Localization,13,200,Translator,"127,744",5575,Super Smash Bros.: Melee,2001.0,21727,3.0,3.0,3.0
"6,825",14,Localization,13,183,Tester,"127,744",6825,Eternal Darkness: Sanity's Requiem,2002.0,11914,4.0,3.0,4.0
"14,717",82,Localization,13,200,Translator,"127,744",14717,Pikmin 2,2004.0,43775,5.0,3.0,3.0
"25,969",82,Thanks,19,47,Special Thanks,"127,744",25969,WarioWare: Smooth Moves,2006.0,91259,0.0,2.0,2.0
"5,199",11,Other,8,157,Operations,"127,747",5199,Donkey Kong Country,1994.0,5827,2.0,2.0,4.0
"22,906",11,Thanks,19,47,Special Thanks,"127,747",22906,Mickey's Racing Adventure,1999.0,120074,3.0,3.0,3.0
"23,048",11,Localization,13,200,Translator,"127,747",23048,Mickey's Speedway USA,2001.0,85970,0.0,2.0,2.0
"5,199",11,Other,8,157,Operations,"127,749",5199,Donkey Kong Country,1994.0,5838,2.0,2.0,4.0
"22,906",11,Thanks,19,47,Special Thanks,"127,749",22906,Mickey's Racing Adventure,1999.0,120077,0.0,2.0,2.0
"19,343",14,Thanks,19,47,Special Thanks,"127,759",19343,Battalion Wars,2005.0,51126,2.0,3.0,3.0
"31,216",82,Thanks,19,47,Special Thanks,"127,759",31216,BWii: Battalion Wars 2,2007.0,119709,0.0,2.0,2.0
"19,343",14,Quality Assurance,9,23,Tester,"127,760",19343,Battalion Wars,2005.0,51129,0.0,1.0,2.0
582,19,Art/Graphics,3,10,Artist,"127,967",582,0,1985.0,7133,0.0,1.0,2.0
"6,035",11,Production,5,83,Project Coordinator,"127,984",6035,0,1997.0,66889,2.0,1.0,3.0
"6,034",10,Production,5,83,Project Coordinator,"127,984",6034,0,1997.0,79509,0.0,1.0,2.0
"6,035",11,Programming/Engineering,2,4,Programmer,"127,985",6035,0,1997.0,66892,2.0,1.0,1.0
"6,034",10,Programming/Engineering,2,4,Programmer,"127,985",6034,0,1997.0,79511,3.0,1.0,1.0
"6,038",11,Programming/Engineering,2,4,Programmer,"127,985",6038,0,1999.0,80766,0.0,1.0,1.0
"6,034",10,Design,1,20,Designer,"127,986",6034,0,1997.0,79513,2.0,2.0,3.0
"15,407",15,Art/Graphics,3,10,Artist,"127,986",15407,Famicom Tantei Kurabu Part II: Ushiro ni Tatsu Shoujo,1998.0,77728,0.0,1.0,2.0
"6,035",11,Audio,4,39,Music Designer,"127,987",6035,0,1997.0,66895,2.0,1.0,3.0
"6,034",10,Audio,4,39,Music Designer,"127,987",6034,0,1997.0,79515,0.0,1.0,2.0
"6,034",10,Audio,4,39,Music Designer,"127,988",6034,0,1997.0,79517,0.0,1.0,2.0
"3,546",9,Programming/Engineering,2,4,Programmer,"127,993",3546,Super Smash Bros.,1999.0,18787,2.0,1.0,1.0
"20,578",9,Programming/Engineering,2,4,Programmer,"127,993",20578,Kirby 64: The Crystal Shards,2000.0,123909,3.0,1.0,1.0
"5,575",14,Programming/Engineering,2,4,Programmer,"127,993",5575,Super Smash Bros.: Melee,2001.0,21730,4.0,1.0,1.0
"33,378",82,Programming/Engineering,2,4,Programmer,"127,993",33378,Super Smash Bros.: Brawl,2008.0,82350,0.0,1.0,1.0
"5,125",15,Programming/Engineering,2,4,Programmer,"127,994",5125,Kirby's Star Stacker,1997.0,79457,2.0,1.0,1.0
"3,546",9,Programming/Engineering,2,4,Programmer,"127,994",3546,Super Smash Bros.,1999.0,18790,3.0,1.0,1.0
"20,578",9,Programming/Engineering,2,4,Programmer,"127,994",20578,Kirby 64: The Crystal Shards,2000.0,123912,4.0,1.0,1.0
"5,575",14,Programming/Engineering,2,4,Programmer,"127,994",5575,Super Smash Bros.: Melee,2001.0,21733,5.0,2.0,2.0
"10,654",14,Thanks,19,47,Special Thanks,"127,994",10654,Kirby Air Ride,2003.0,39570,6.0,3.0,2.0
"36,500",44,Programming/Engineering,2,4,Programmer,"127,994",36500,0,2008.0,118546,0.0,1.0,1.0
"5,125",15,Programming/Engineering,2,34,Lead Programmer,"127,995",5125,Kirby's Star Stacker,1997.0,79460,2.0,1.0,2.0
"6,672",15,Programming/Engineering,2,4,Programmer,"127,995",6672,Kirby's DreamLand 3,1997.0,79564,3.0,1.0,1.0
"3,546",9,Programming/Engineering,2,4,Programmer,"127,995",3546,Super Smash Bros.,1999.0,18793,4.0,1.0,1.0
"20,578",9,Programming/Engineering,2,4,Programmer,"127,995",20578,Kirby 64: The Crystal Shards,2000.0,123915,5.0,1.0,1.0
"5,575",14,Programming/Engineering,2,4,Programmer,"127,995",5575,Super Smash Bros.: Melee,2001.0,21736,0.0,1.0,1.0
"3,546",9,Programming/Engineering,2,4,Programmer,"127,996",3546,Super Smash Bros.,1999.0,18796,2.0,1.0,1.0
"5,575",14,Programming/Engineering,2,4,Programmer,"127,996",5575,Super Smash Bros.: Melee,2001.0,21739,3.0,1.0,1.0
"10,654",14,Programming/Engineering,2,4,Programmer,"127,996",10654,Kirby Air Ride,2003.0,39572,4.0,1.0,1.0
"24,889",44,Programming/Engineering,2,4,Programmer,"127,996",24889,Pokémon Ranger,2006.0,126419,0.0,1.0,1.0
"8,146",12,Design,1,20,Designer,"127,997",8146,Kirby's Adventure,1993.0,69660,2.0,1.0,3.0
"6,776",15,Design,1,20,Designer,"127,997",6776,Kirby Super Star,1996.0,70000,3.0,1.0,3.0
"3,546",9,Design,1,20,Designer,"127,997",3546,Super Smash Bros.,1999.0,18799,4.0,1.0,3.0
"20,578",9,Design,1,20,Designer,"127,997",20578,Kirby 64: The Crystal Shards,2000.0,123918,5.0,1.0,3.0
"5,575",14,Design,1,20,Designer,"127,997",5575,Super Smash Bros.: Melee,2001.0,21742,6.0,2.0,3.0
"36,500",44,Art/Graphics,3,44,Art Director,"127,997",36500,0,2008.0,118551,0.0,1.0,1.0
"6,672",15,Design,1,20,Designer,"127,998",6672,Kirby's DreamLand 3,1997.0,79567,2.0,1.0,3.0
"3,546",9,Design,1,20,Designer,"127,998",3546,Super Smash Bros.,1999.0,18802,0.0,1.0,2.0
"6,672",15,Design,1,20,Designer,"127,999",6672,Kirby's DreamLand 3,1997.0,79570,2.0,1.0,3.0
"3,546",9,Design,1,20,Designer,"127,999",3546,Super Smash Bros.,1999.0,18805,3.0,1.0,3.0
"20,578",9,Design,1,20,Designer,"127,999",20578,Kirby 64: The Crystal Shards,2000.0,123921,4.0,2.0,3.0
"10,654",14,Art/Graphics,3,10,Artist,"127,999",10654,Kirby Air Ride,2003.0,39574,5.0,1.0,3.0
"24,889",44,Art/Graphics,3,101,Graphic Design,"127,999",24889,Pokémon Ranger,2006.0,126423,0.0,1.0,2.0
"8,146",12,Design,1,55,Level/Scenario Designer,"128,000",8146,Kirby's Adventure,1993.0,69667,0.0,1.0,2.0
"8,146",22,Design,1,20,Designer,"128,000",8146,Kirby's Adventure,1993.0,69674,2.0,2.0,3.0
"12,674",15,Art/Graphics,3,10,Artist,"128,000",12674,Kirby's Dream Course,1994.0,76311,3.0,2.0,3.0
"6,776",15,Design,1,20,Designer,"128,000",6776,Kirby Super Star,1996.0,70003,4.0,2.0,3.0
"5,125",15,Art/Graphics,3,10,Artist,"128,000",5125,Kirby's Star Stacker,1997.0,79463,5.0,2.0,3.0
"3,546",9,Design,1,20,Designer,"128,000",3546,Super Smash Bros.,1999.0,18808,6.0,1.0,3.0
"20,578",9,Design,1,20,Designer,"128,000",20578,Kirby 64: The Crystal Shards,2000.0,123924,7.0,1.0,3.0
"5,575",14,Design,1,20,Designer,"128,000",5575,Super Smash Bros.: Melee,2001.0,21745,8.0,2.0,3.0
"36,500",44,Art/Graphics,3,10,Artist,"128,000",36500,0,2008.0,118556,0.0,1.0,2.0
"8,146",12,Design,1,95,Interface Designer,"128,001",8146,Kirby's Adventure,1993.0,69681,2.0,2.0,3.0
"5,125",15,Art/Graphics,3,10,Artist,"128,001",5125,Kirby's Star Stacker,1997.0,79466,3.0,2.0,3.0
"3,546",9,Design,1,20,Designer,"128,001",3546,Super Smash Bros.,1999.0,18811,4.0,1.0,3.0
"20,578",9,Design,1,20,Designer,"128,001",20578,Kirby 64: The Crystal Shards,2000.0,123927,5.0,1.0,3.0
"5,575",14,Design,1,20,Designer,"128,001",5575,Super Smash Bros.: Melee,2001.0,21748,6.0,2.0,3.0
"10,654",14,Art/Graphics,3,44,Art Director,"128,001",10654,Kirby Air Ride,2003.0,39576,7.0,1.0,2.0
"33,378",82,Art/Graphics,3,101,Graphic Design,"128,001",33378,Super Smash Bros.: Brawl,2008.0,82353,0.0,1.0,2.0
"8,590",22,Programming/Engineering,2,34,Lead Programmer,"128,002",8590,NES Open Tournament Golf,1991.0,80399,2.0,1.0,2.0
"8,146",22,Programming/Engineering,2,4,Programmer,"128,002",8146,Kirby's Adventure,1993.0,69688,3.0,1.0,1.0
"6,776",15,Programming/Engineering,2,4,Programmer,"128,002",6776,Kirby Super Star,1996.0,70006,4.0,2.0,2.0
"3,546",9,Design,1,20,Designer,"128,002",3546,Super Smash Bros.,1999.0,18814,5.0,2.0,3.0
"5,575",14,Programming/Engineering,2,4,Programmer,"128,002",5575,Super Smash Bros.: Melee,2001.0,21751,6.0,1.0,1.0
"36,500",44,Programming/Engineering,2,4,Programmer,"128,002",36500,0,2008.0,118561,0.0,1.0,1.0
"3,546",9,Design,1,20,Designer,"128,003",3546,Super Smash Bros.,1999.0,18817,2.0,1.0,3.0
"20,578",9,Design,1,20,Designer,"128,003",20578,Kirby 64: The Crystal Shards,2000.0,123930,0.0,1.0,2.0
"8,146",22,Design,1,20,Designer,"128,004",8146,Kirby's Adventure,1993.0,69695,2.0,1.0,3.0
"6,776",15,Design,1,20,Designer,"128,004",6776,Kirby Super Star,1996.0,70009,3.0,2.0,3.0
"5,125",15,Art/Graphics,3,100,Lead Artist,"128,004",5125,Kirby's Star Stacker,1997.0,79469,4.0,2.0,3.0
"3,546",9,Design,1,20,Designer,"128,004",3546,Super Smash Bros.,1999.0,18820,5.0,2.0,3.0
"31,274",12,Art/Graphics,3,10,Artist,"128,004",31274,Machop at Work,2001.0,129886,6.0,1.0,3.0
"31,299",12,Art/Graphics,3,10,Artist,"128,004",31299,Kingler's Day,2001.0,130210,7.0,1.0,3.0
"24,889",44,Art/Graphics,3,101,Graphic Design,"128,004",24889,Pokémon Ranger,2006.0,126427,0.0,1.0,2.0
"3,546",9,Design,1,20,Designer,"128,005",3546,Super Smash Bros.,1999.0,18823,2.0,2.0,3.0
"33,378",82,Art/Graphics,3,70,Animator,"128,005",33378,Super Smash Bros.: Brawl,2008.0,82356,0.0,1.0,2.0
"12,674",15,Thanks,19,47,Special Thanks,"128,006",12674,Kirby's Dream Course,1994.0,76316,2.0,2.0,3.0
"3,546",9,Design,1,20,Designer,"128,006",3546,Super Smash Bros.,1999.0,18826,3.0,1.0,3.0
"5,575",14,Design,1,20,Designer,"128,006",5575,Super Smash Bros.: Melee,2001.0,21754,4.0,2.0,3.0
"19,895",14,Art/Graphics,3,58,Character Modeler,"128,006",19895,Pokémon XD: Gale of Darkness,2005.0,14471,5.0,1.0,3.0
"33,378",82,Art/Graphics,3,70,Animator,"128,006",33378,Super Smash Bros.: Brawl,2008.0,82359,0.0,1.0,2.0
"8,146",12,Thanks,19,47,Special Thanks,"128,007",8146,Kirby's Adventure,1993.0,69702,2.0,3.0,3.0
"12,674",15,Thanks,19,47,Special Thanks,"128,007",12674,Kirby's Dream Course,1994.0,76321,3.0,2.0,3.0
"3,546",9,Design,1,20,Designer,"128,007",3546,Super Smash Bros.,1999.0,18829,4.0,2.0,3.0
"20,578",9,Thanks,19,47,Special Thanks,"128,007",20578,Kirby 64: The Crystal Shards,2000.0,123933,5.0,2.0,3.0
"25,241",44,Quality Assurance,9,23,Tester,"128,007",25241,Kirby: Squeak Squad,2006.0,114048,6.0,2.0,3.0
"24,889",44,Thanks,19,47,Special Thanks,"128,007",24889,Pokémon Ranger,2006.0,126431,0.0,2.0,2.0
"3,546",9,Design,1,20,Designer,"128,008",3546,Super Smash Bros.,1999.0,18832,0.0,1.0,2.0
"3,546",9,Design,1,20,Designer,"128,009",3546,Super Smash Bros.,1999.0,18835,2.0,1.0,3.0
"5,575",14,Design,1,20,Designer,"128,009",5575,Super Smash Bros.: Melee,2001.0,21757,0.0,1.0,2.0
"3,546",9,Design,1,20,Designer,"128,010",3546,Super Smash Bros.,1999.0,18838,0.0,1.0,2.0
"3,546",9,Design,1,20,Designer,"128,011",3546,Super Smash Bros.,1999.0,18841,0.0,1.0,2.0
"3,546",9,Design,1,20,Designer,"128,012",3546,Super Smash Bros.,1999.0,18844,2.0,1.0,3.0
"4,681",9,Design,1,20,Designer,"128,012",4681,Pokémon Snap,1999.0,72805,3.0,2.0,3.0
"6,525",9,Art/Graphics,3,58,Character Modeler,"128,012",6525,Pokémon Stadium,1999.0,74129,4.0,1.0,3.0
"9,233",9,Art/Graphics,3,58,Character Modeler,"128,012",9233,Pokémon Stadium 2,2000.0,67771,5.0,2.0,3.0
"5,575",14,Design,1,20,Designer,"128,012",5575,Super Smash Bros.: Melee,2001.0,21760,6.0,2.0,3.0
"12,914",14,Art/Graphics,3,65,Additional Art,"128,012",12914,Pokémon Channel,2003.0,60983,0.0,2.0,3.0
"12,914",14,Support,7,43,Support,"128,012",12914,Pokémon Channel,2003.0,60985,0.0,1.0,2.0
"8,146",12,Thanks,19,47,Special Thanks,"128,013",8146,Kirby's Adventure,1993.0,69709,2.0,3.0,3.0
"3,546",9,Support,7,43,Support,"128,013",3546,Super Smash Bros.,1999.0,18847,3.0,2.0,3.0
"4,681",9,Thanks,19,47,Special Thanks,"128,013",4681,Pokémon Snap,1999.0,72816,4.0,3.0,3.0
"20,578",9,Thanks,19,47,Special Thanks,"128,013",20578,Kirby 64: The Crystal Shards,2000.0,123936,5.0,3.0,3.0
"20,570",12,Thanks,19,47,Special Thanks,"128,013",20570,Kirby & The Amazing Mirror,2004.0,124056,6.0,2.0,3.0
"24,889",44,Design,1,20,Designer,"128,013",24889,Pokémon Ranger,2006.0,126435,0.0,1.0,2.0
"3,546",9,Video/Cinematics,10,74,Actor,"128,015",3546,Super Smash Bros.,1999.0,18850,2.0,3.0,3.0
"20,578",9,Audio,4,73,Voice Talent,"128,015",20578,Kirby 64: The Crystal Shards,2000.0,123939,3.0,1.0,3.0
"5,575",14,Audio,4,73,Voice Talent,"128,015",5575,Super Smash Bros.: Melee,2001.0,21763,4.0,1.0,3.0
"33,378",82,Audio,4,73,Voice Talent,"128,015",33378,Super Smash Bros.: Brawl,2008.0,82362,0.0,1.0,2.0
"3,546",9,Video/Cinematics,10,74,Actor,"128,016",3546,Super Smash Bros.,1999.0,18853,2.0,3.0,3.0
"5,575",14,Audio,4,73,Voice Talent,"128,016",5575,Super Smash Bros.: Melee,2001.0,21766,0.0,1.0,2.0
"4,397",10,Design,1,20,Designer,"128,020",4397,Pokémon Blue,1996.0,900,0.0,1.0,3.0
"4,397",10,Design,1,49,Creative Director,"128,020",4397,Pokémon Blue,1996.0,910,0.0,1.0,3.0
"4,397",10,Design,1,55,Level/Scenario Designer,"128,020",4397,Pokémon Blue,1996.0,920,2.0,1.0,2.0
"5,129",10,Design,1,20,Designer,"128,020",5129,Pokémon Red,1996.0,1348,0.0,1.0,3.0
"5,129",10,Design,1,49,Creative Director,"128,020",5129,Pokémon Red,1996.0,1356,0.0,1.0,3.0
"5,129",10,Design,1,55,Level/Scenario Designer,"128,020",5129,Pokémon Red,1996.0,1364,3.0,2.0,2.0
"38,673",10,Art/Graphics,3,132,Character Designer,"128,020",38673,Pocket Monsters Midori,1996.0,125417,0.0,2.0,4.0
"38,673",10,Design,1,55,Level/Scenario Designer,"128,020",38673,Pocket Monsters Midori,1996.0,125418,0.0,1.0,2.0
"38,673",10,Design,1,146,Director,"128,020",38673,Pocket Monsters Midori,1996.0,125419,4.0,1.0,4.0
"5,053",10,Design,1,20,Designer,"128,020",5053,Pokémon Yellow: Special Pikachu Edition,1998.0,76761,0.0,1.0,3.0
"5,053",10,Design,1,49,Creative Director,"128,020",5053,Pokémon Yellow: Special Pikachu Edition,1998.0,76766,0.0,1.0,3.0
"5,053",10,Design,1,55,Level/Scenario Designer,"128,020",5053,Pokémon Yellow: Special Pikachu Edition,1998.0,76771,5.0,1.0,2.0
"4,707",11,Design,1,54,Concept Author,"128,020",4707,Pokémon Trading Card Game,1998.0,79343,6.0,1.0,3.0
"5,426",11,Design,1,20,Designer,"128,020",5426,Pokémon Silver,1999.0,1748,0.0,1.0,3.0
"5,426",11,Design,1,49,Creative Director,"128,020",5426,Pokémon Silver,1999.0,1756,7.0,1.0,3.0
"5,515",11,Design,1,20,Designer,"128,020",5515,Pokémon Gold,1999.0,2702,0.0,1.0,3.0
"5,515",11,Design,1,49,Creative Director,"128,020",5515,Pokémon Gold,1999.0,2708,8.0,1.0,3.0
"3,546",9,Design,1,54,Concept Author,"128,020",3546,Super Smash Bros.,1999.0,18856,9.0,1.0,3.0
"4,681",9,Design,1,54,Concept Author,"128,020",4681,Pokémon Snap,1999.0,72827,10.0,1.0,3.0
"6,525",9,Design,1,54,Concept Author,"128,020",6525,Pokémon Stadium,1999.0,74138,11.0,1.0,3.0
"12,055",11,Design,1,49,Creative Director,"128,020",12055,Pokémon Crystal,2000.0,52530,12.0,1.0,3.0
"9,233",9,Design,1,54,Concept Author,"128,020",9233,Pokémon Stadium 2,2000.0,67778,13.0,2.0,3.0
"5,575",14,Other,8,71,Other,"128,020",5575,Super Smash Bros.: Melee,2001.0,21769,14.0,2.0,3.0
"8,459",12,Design,1,49,Creative Director,"128,020",8459,Pokémon Ruby,2002.0,68503,15.0,2.0,3.0
"8,460",12,Business,14,84,President,"128,020",8460,Pokémon Sapphire,2002.0,68815,16.0,2.0,3.0
"12,914",14,Design,1,54,Concept Author,"128,020",12914,Pokémon Channel,2003.0,60987,17.0,2.0,3.0
"15,746",14,Production,5,56,Executive Producer,"128,020",15746,Pokémon Box: Ruby & Sapphire,2003.0,69192,18.0,2.0,3.0
"17,653",12,Design,1,146,Director,"128,020",17653,Pokémon Emerald,2004.0,52865,19.0,1.0,4.0
"14,757",12,Design,1,146,Director,"128,020",14757,Pokémon LeafGreen,2004.0,76917,0.0,2.0,4.0
"14,757",12,Writers,20,207,Scenario Writer,"128,020",14757,Pokémon LeafGreen,2004.0,76919,20.0,3.0,4.0
"15,034",12,Design,1,146,Director,"128,020",15034,Pokémon FireRed,2004.0,77135,0.0,2.0,4.0
"15,034",12,Writers,20,207,Scenario Writer,"128,020",15034,Pokémon FireRed,2004.0,77137,21.0,3.0,4.0
"21,288",12,Production,5,56,Executive Producer,"128,020",21288,Drill Dozer,2005.0,101276,22.0,2.0,3.0
"24,495",12,Design,1,54,Concept Author,"128,020",24495,Pokémon Mystery Dungeon: Red Rescue Team,2005.0,126079,23.0,2.0,3.0
"33,378",82,Quality Assurance,9,197,Supervisor,"128,020",33378,Super Smash Bros.: Brawl,2008.0,82365,0.0,1.0,3.0
"3,546",9,Design,1,54,Concept Author,"128,021",3546,Super Smash Bros.,1999.0,18859,2.0,1.0,3.0
"4,681",9,Design,1,20,Designer,"128,021",4681,Pokémon Snap,1999.0,72838,3.0,2.0,3.0
"6,525",9,Art/Graphics,3,58,Character Modeler,"128,021",6525,Pokémon Stadium,1999.0,74147,4.0,1.0,3.0
"9,233",9,Art/Graphics,3,58,Character Modeler,"128,021",9233,Pokémon Stadium 2,2000.0,67785,5.0,2.0,3.0
"5,575",14,Design,1,20,Designer,"128,021",5575,Super Smash Bros.: Melee,2001.0,21772,0.0,1.0,2.0
"6,776",15,Thanks,19,47,Special Thanks,"128,023",6776,Kirby Super Star,1996.0,70012,2.0,3.0,3.0
"3,546",9,Thanks,19,47,Special Thanks,"128,023",3546,Super Smash Bros.,1999.0,18862,3.0,3.0,2.0
"4,681",9,Programming/Engineering,2,4,Programmer,"128,023",4681,Pokémon Snap,1999.0,72849,0.0,1.0,1.0
"3,546",9,Thanks,19,47,Special Thanks,"128,024",3546,Super Smash Bros.,1999.0,18865,0.0,2.0,2.0
"3,546",9,Thanks,19,47,Special Thanks,"128,025",3546,Super Smash Bros.,1999.0,18868,2.0,2.0,3.0
"4,681",9,Design,1,20,Designer,"128,025",4681,Pokémon Snap,1999.0,72860,3.0,2.0,3.0
"6,525",9,Support,7,43,Support,"128,025",6525,Pokémon Stadium,1999.0,74156,4.0,2.0,3.0
"9,233",9,Art/Graphics,3,58,Character Modeler,"128,025",9233,Pokémon Stadium 2,2000.0,67792,5.0,2.0,3.0
"5,575",14,Design,1,20,Designer,"128,025",5575,Super Smash Bros.: Melee,2001.0,21775,6.0,2.0,3.0
"10,019",14,Art/Graphics,3,58,Character Modeler,"128,025",10019,Mario Golf: Toadstool Tour,2003.0,24805,7.0,1.0,3.0
"19,895",14,Art/Graphics,3,58,Character Modeler,"128,025",19895,Pokémon XD: Gale of Darkness,2005.0,14476,0.0,1.0,2.0
"6,776",15,Production,5,60,Project Director / Leader / Manager,"128,026",6776,Kirby Super Star,1996.0,70015,2.0,1.0,3.0
"5,125",15,Production,5,60,Project Director / Leader / Manager,"128,026",5125,Kirby's Star Stacker,1997.0,79472,3.0,1.0,3.0
"6,672",15,Production,5,60,Project Director / Leader / Manager,"128,026",6672,Kirby's DreamLand 3,1997.0,79573,4.0,1.0,3.0
"3,546",9,Production,5,60,Project Director / Leader / Manager,"128,026",3546,Super Smash Bros.,1999.0,18871,5.0,2.0,3.0
"20,578",9,Business,14,84,President,"128,026",20578,Kirby 64: The Crystal Shards,2000.0,123942,6.0,3.0,3.0
"5,575",14,Other,8,37,Unknown,"128,026",5575,Super Smash Bros.: Melee,2001.0,21778,7.0,2.0,3.0
"20,570",12,Programming/Engineering,2,4,Programmer,"128,026",20570,Kirby & The Amazing Mirror,2004.0,124059,8.0,2.0,2.0
"25,241",44,Quality Assurance,9,23,Tester,"128,026",25241,Kirby: Squeak Squad,2006.0,114054,9.0,2.0,3.0
"24,889",44,Thanks,19,47,Special Thanks,"128,026",24889,Pokémon Ranger,2006.0,126439,0.0,2.0,2.0
"8,146",12,Production,5,11,Producer,"128,027",8146,Kirby's Adventure,1993.0,69716,0.0,2.0,2.0
"8,146",22,Programming/Engineering,2,34,Lead Programmer,"128,027",8146,Kirby's Adventure,1993.0,69723,2.0,2.0,3.0
"17,431",15,Audio,4,103,Composer,"128,027",17431,Wario's Woods,1994.0,16604,3.0,2.0,4.0
"12,674",15,Programming/Engineering,2,4,Programmer,"128,027",12674,Kirby's Dream Course,1994.0,76326,4.0,2.0,2.0
"6,776",15,Thanks,19,47,Special Thanks,"128,027",6776,Kirby Super Star,1996.0,70018,5.0,3.0,3.0
"5,125",15,Production,5,11,Producer,"128,027",5125,Kirby's Star Stacker,1997.0,79475,0.0,2.0,2.0
"5,125",15,Programming/Engineering,2,4,Programmer,"128,027",5125,Kirby's Star Stacker,1997.0,79478,6.0,2.0,2.0
"6,672",15,Production,5,11,Producer,"128,027",6672,Kirby's DreamLand 3,1997.0,79576,7.0,1.0,2.0
"3,546",9,Production,5,11,Producer,"128,027",3546,Super Smash Bros.,1999.0,18874,8.0,1.0,2.0
"20,578",9,Production,5,11,Producer,"128,027",20578,Kirby 64: The Crystal Shards,2000.0,123945,9.0,1.0,2.0
"5,575",14,Production,5,11,Producer,"128,027",5575,Super Smash Bros.: Melee,2001.0,21781,10.0,1.0,2.0
"10,654",14,Production,5,11,Producer,"128,027",10654,Kirby Air Ride,2003.0,39578,11.0,2.0,2.0
"20,570",12,Business,14,84,President,"128,027",20570,Kirby & The Amazing Mirror,2004.0,124062,12.0,3.0,3.0
"25,241",44,Production,5,83,Project Coordinator,"128,027",25241,Kirby: Squeak Squad,2006.0,114060,13.0,2.0,3.0
"24,889",44,Thanks,19,47,Special Thanks,"128,027",24889,Pokémon Ranger,2006.0,126443,14.0,3.0,3.0
"36,500",44,Thanks,19,47,Special Thanks,"128,027",36500,0,2008.0,118566,0.0,2.0,2.0
"11,134",14,Design,1,20,Designer,"128,304",11134,Mario Party 5,2003.0,39922,2.0,2.0,3.0
"15,812",14,Art/Graphics,3,10,Artist,"128,304",15812,Mario Party 6,2004.0,44917,3.0,1.0,3.0
"20,516",14,Art/Graphics,3,10,Artist,"128,304",20516,Mario Party 7,2005.0,101024,4.0,1.0,3.0
"28,637",82,Art/Graphics,3,10,Artist,"128,304",28637,Mario Party 8,2007.0,92314,0.0,1.0,2.0
"11,134",14,Design,1,20,Designer,"128,305",11134,Mario Party 5,2003.0,39925,2.0,1.0,3.0
"15,812",14,Design,1,20,Designer,"128,305",15812,Mario Party 6,2004.0,44920,3.0,1.0,3.0
"20,516",14,Design,1,20,Designer,"128,305",20516,Mario Party 7,2005.0,101027,4.0,1.0,3.0
"28,637",82,Design,1,20,Designer,"128,305",28637,Mario Party 8,2007.0,92317,0.0,1.0,2.0
"11,134",14,Design,1,20,Designer,"128,306",11134,Mario Party 5,2003.0,39928,2.0,1.0,3.0
"15,812",14,Design,1,20,Designer,"128,306",15812,Mario Party 6,2004.0,44923,0.0,1.0,2.0
"11,134",14,Programming/Engineering,2,4,Programmer,"128,307",11134,Mario Party 5,2003.0,39931,2.0,1.0,1.0
"15,812",14,Programming/Engineering,2,4,Programmer,"128,307",15812,Mario Party 6,2004.0,44926,0.0,1.0,1.0
"11,134",14,Programming/Engineering,2,4,Programmer,"128,308",11134,Mario Party 5,2003.0,39934,2.0,1.0,1.0
"15,812",14,Programming/Engineering,2,4,Programmer,"128,308",15812,Mario Party 6,2004.0,44929,3.0,1.0,1.0
"20,516",14,Programming/Engineering,2,4,Programmer,"128,308",20516,Mario Party 7,2005.0,101030,4.0,1.0,1.0
"28,637",82,Programming/Engineering,2,4,Programmer,"128,308",28637,Mario Party 8,2007.0,92320,0.0,1.0,1.0
"11,134",14,Programming/Engineering,2,4,Programmer,"128,309",11134,Mario Party 5,2003.0,39937,2.0,1.0,1.0
"15,812",14,Programming/Engineering,2,4,Programmer,"128,309",15812,Mario Party 6,2004.0,44932,0.0,1.0,1.0
"11,134",14,Programming/Engineering,2,4,Programmer,"128,310",11134,Mario Party 5,2003.0,39940,2.0,2.0,2.0
"19,838",14,Other,8,37,Unknown,"128,310",19838,Dance Dance Revolution Mario Mix,2005.0,51802,0.0,1.0,2.0
"11,134",14,Programming/Engineering,2,4,Programmer,"128,311",11134,Mario Party 5,2003.0,39943,2.0,1.0,1.0
"15,812",14,Programming/Engineering,2,4,Programmer,"128,311",15812,Mario Party 6,2004.0,44935,0.0,1.0,1.0
"11,134",14,Programming/Engineering,2,4,Programmer,"128,312",11134,Mario Party 5,2003.0,39946,2.0,1.0,1.0
"15,812",14,Programming/Engineering,2,4,Programmer,"128,312",15812,Mario Party 6,2004.0,44938,3.0,1.0,1.0
"19,838",14,Programming/Engineering,2,4,Programmer,"128,312",19838,Dance Dance Revolution Mario Mix,2005.0,51806,4.0,1.0,1.0
"20,516",14,Programming/Engineering,2,4,Programmer,"128,312",20516,Mario Party 7,2005.0,101033,0.0,1.0,1.0
"11,134",14,Programming/Engineering,2,4,Programmer,"128,313",11134,Mario Party 5,2003.0,39949,2.0,1.0,1.0
"19,838",14,Programming/Engineering,2,4,Programmer,"128,313",19838,Dance Dance Revolution Mario Mix,2005.0,51810,3.0,1.0,1.0
"20,516",14,Programming/Engineering,2,4,Programmer,"128,313",20516,Mario Party 7,2005.0,101036,0.0,1.0,1.0
"11,134",14,Programming/Engineering,2,4,Programmer,"128,314",11134,Mario Party 5,2003.0,39952,2.0,1.0,1.0
